[_PG-1053];[МД];
[_PG-1055];[МД];
[_PG-1057];[МД];
[_PG-1059];[МД];
[_PG-1162];[МД];
[_PG-1164];[МД];
[_PG-1166];[МД];
[_PG-1168];[МД];
[_PG-435];[МД];
[_PG-437];[МД];
[_PG-439];[МД];
[_PG-441];[МД];
[_PG-908];[МД];
[_PG-909];[МД];
[_PG-914];[МД];
[_TG-915];[МД];
[_TG-916];[МД];
[_TG-917];[МД];
[_TG-918];[МД];
[F061];[Датчик];[1];[2];
[F062];[Датчик];[9];[14];
[F901A];[Датчик];[25];[31];
[F901B];[Датчик];[15];[29];
[F902];[Датчик];[51];[52];
[F904];[Датчик];[36];[37];
[FO-023];[Дроссельная_шайба];[i];[o];
[P134];[Датчик];[5];[6];
[P135];[Датчик];[10];[11];
[P910];[Датчик];[20];[21];
[P915];[Датчик];[49];[50];
[P916];[Датчик];[57];[58];
[P917];[Датчик];[55];[78];
[P919];[Датчик];[56];[77];
[P952];[Датчик];[64];[65];
[PCV-951];[Редуктор];[i];[o];
[PD913];[Датчик];[22];[41];
[PD923];[Датчик];[47];[48];
[PDV-913];[Клапан в сборке];[i];[o];
[PG-1053];[Датчик];[59];[73];
[PG-1055];[Датчик];[60];[72];
[PG-1057];[Датчик];[61];[71];
[PG-1059];[Датчик];[62];[63];
[PG-1162];[Датчик];[66];[74];
[PG-1164];[Датчик];[67];[75];
[PG-1166];[Датчик];[68];[76];
[PG-1168];[Датчик];[69];[70];
[PG-435];[Датчик];[32];[46];
[PG-437];[Датчик];[33];[45];
[PG-439];[Датчик];[34];[44];
[PG-441];[Датчик];[35];[43];
[PG-908];[Датчик];[27];[28];
[PG-909];[Датчик];[8];[30];
[PG-914];[Датчик];[39];[40];
[PV-910];[Клапан в сборке];[i];[o];
[PV-916];[Клапан];[i];[o];
[PV-952];[Клапан];[i];[o];
[T130];[Датчик];[3];[4];
[T131];[Датчик];[12];[13];
[T919];[Датчик];[16];[17];
[T920];[Датчик];[53];[54];
[TG-915];[Датчик];[7];[26];
[TG-916];[Датчик];[23];[24];
[TG-917];[Датчик];[18];[19];
[TG-918];[Датчик];[38];[42];
[TSV-941];[Предохранительный_клапан];[i];[o];
[XV-904];[Отсекатель];[i];[o];
[XV-905];[Отсекатель];[o];[i];
[XV-906];[Отсекатель];[i];[o];
[XV-907];[Отсекатель];[i];[o];
[XV-908];[Отсекатель];[o];[i];
[XV-909];[Отсекатель];[i];[o];
[XV-910];[Отсекатель];[o];[i];
[XV-911];[Отсекатель];[o];[i];
[Азот];[Коллектор];[o_Топливо_Н-3001_3];
[Воздух от E-3008 к H-3001];[IO];[o];
[Дренаж в V-3027];[Коллектор];[i_Топливо_Н-3001_5];
[Жидкое топливо обратное];[IO];[i];
[Жидкое топливо прямое];[IO];[o];
[Н-3001];[Печь_4_горелки];
[Н-3001];[Печь_4_горелки];[in_mazut_1];[in_mazut_2];[in_mazut_3];[in_mazut_4];[in_steam_1];[in_air_1];[in_topgas_1];[in_pilot_1];[in_air_4];[in_air_3];[in_air_2];[in_steam_2];[in_steam_3];[in_steam_4];[in_topgas_2];[in_topgas_3];[in_topgas_4];[in_pilot_4];[in_pilot_3];[in_pilot_2];
[Н-3001];[Печь_4_горелки];
[Н-3001];[Печь_4_горелки];
[Пар СД к аппаратам];[Коллектор];[o_Топливо_Н-3001_1];[o_Топливо_Н-3001_2];
[Пар СД к аппаратам];[Коллектор];
[Топливный газ от V-3017 к H-3001];[IO];[o];
[Топливо_Н-3001_Атм_1241];[Атмосфера];[i];
[Топливо_Н-3001_ДЗ_1066];[Дисковый_затвор];[i];[o];
[Топливо_Н-3001_ДЗ_1073];[Дисковый_затвор];[i];[o];
[Топливо_Н-3001_ДЗ_1080];[Дисковый_затвор];[i];[o];
[Топливо_Н-3001_ДЗ_1087];[Дисковый_затвор];[i];[o];
[Топливо_Н-3001_ДЗ_1175];[Дисковый_затвор];[i];[o];
[Топливо_Н-3001_ДЗ_1182];[Дисковый_затвор];[i];[o];
[Топливо_Н-3001_ДЗ_1189];[Дисковый_затвор];[i];[o];
[Топливо_Н-3001_ДЗ_1196];[Дисковый_затвор];[i];[o];
[Топливо_Н-3001_ДР_114];[Дренаж];[i];
[Топливо_Н-3001_ДР_1261];[Дренаж];[i];
[Топливо_Н-3001_ДР_1383];[Дренаж];[i];
[Топливо_Н-3001_ДР_163];[Дренаж];[i];
[Топливо_Н-3001_ДР_168];[Дренаж];[i];
[Топливо_Н-3001_ДР_17];[Дренаж];[i];
[Топливо_Н-3001_ДР_200];[Дренаж];[i];
[Топливо_Н-3001_ДР_216];[Дренаж];[i];
[Топливо_Н-3001_ДР_22];[Дренаж];[i];
[Топливо_Н-3001_ДР_247];[Дренаж];[i];
[Топливо_Н-3001_ДР_283];[Дренаж];[i];
[Топливо_Н-3001_ДР_315];[Дренаж];[i];
[Топливо_Н-3001_ДР_368];[Дренаж];[i];
[Топливо_Н-3001_ДР_475];[Дренаж];[i];
[Топливо_Н-3001_ДР_683];[Дренаж];[i];
[Топливо_Н-3001_ДР_688];[Дренаж];[i];
[Топливо_Н-3001_ДР_76];[Дренаж];[i];
[Топливо_Н-3001_ДР_807];[Дренаж];[i];
[Топливо_Н-3001_ДР_849];[Дренаж];[i];
[Топливо_Н-3001_ДР_967];[Дренаж];[i];
[Топливо_Н-3001_ДР_978];[Дренаж];[i];
[Топливо_Н-3001_ЗКЛ_103];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_1249];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_1253];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_1271];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_1358];[Проходной_кран];[o];[i];
[Топливо_Н-3001_ЗКЛ_1375];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_1379];[Проходной_кран];[o];[i];
[Топливо_Н-3001_ЗКЛ_540];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_551];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_561];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_571];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_607];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_611];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_615];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_619];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_637];[Проходной_кран];[o];[i];
[Топливо_Н-3001_ЗКЛ_651];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_655];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_67];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_675];[Проходной_кран];[o];[i];
[Топливо_Н-3001_ЗКЛ_679];[Проходной_кран];[o];[i];
[Топливо_Н-3001_ЗКЛ_761];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_770];[Проходной_кран];[i];[o];
[Топливо_Н-3001_ЗКЛ_774];[Проходной_кран];[i];[o];
