[_FI-007];[МД];
[_FI-008];[МД];
[_FI-009];[МД];
[_FI-010];[МД];
[_PG-009];[МД];
[_PG-010];[МД];
[_PG-011];[МД];
[_PG-012];[МД];
[_PG-013];[МД];
[_PG-10476];[МД];
[_TG-006];[МД];
[F003];[Датчик];[43];[47];
[F004];[Датчик];[44];[49];
[F005];[Датчик];[45];[51];
[F006];[Датчик];[46];[54];
[F012];[Датчик];[1];[2];
[F013];[Датчик];[11];[13];
[F014];[Датчик];[14];[16];
[F015];[Датчик];[17];[19];
[F016];[Датчик];[20];[22];
[F017];[Датчик];[8];[12];
[F018];[Датчик];[7];[15];
[F019];[Датчик];[9];[18];
[F020];[Датчик];[10];[21];
[FI-007];[Датчик];[39];[48];
[FI-008];[Датчик];[40];[50];
[FI-009];[Датчик];[41];[52];
[FI-010];[Датчик];[42];[53];
[FO-006];[Дроссельная_шайба];[o];[i];
[FV-013];[Клапан в сборке];[i];[o];
[FV-014];[Клапан в сборке];[i];[o];
[FV-015];[Клапан в сборке];[i];[o];
[FV-016];[Клапан в сборке];[i];[o];
[HV-007];[Регулирующий_клапан];[o];[i];
[HV-008];[Регулирующий_клапан];[o];[i];
[HV-009];[Регулирующий_клапан];[o];[i];
[HV-010];[Регулирующий_клапан];[o];[i];
[P014];[Датчик];[23];[25];
[P015];[Датчик];[27];[29];
[P016];[Датчик];[31];[33];
[P017];[Датчик];[35];[37];
[PG-009];[Датчик];[55];[56];
[PG-010];[Датчик];[24];[26];
[PG-011];[Датчик];[28];[30];
[PG-012];[Датчик];[32];[34];
[PG-013];[Датчик];[36];[38];
[PG-10476];[Датчик];[5];[6];
[T019];[Датчик];[3];[61];
[T020];[Датчик];[59];[60];
[TG-006];[Датчик];[4];[62];
[U047];[Датчик];[57];[58];
[XV-015];[Поршень_клапан];[i];[o];
[XV-016];[Поршень_клапан];[i];[o];
[XV-079];[Поршень_клапан];[i];[o];
[Аварийный пар высокого давления из V-3014 к змеевикам];[IO];[o];
[Дренаж в V-3027];[Коллектор];
[Дренаж в V-3027];[Коллектор];
[Дренаж в V-3027];[Коллектор];
[Дренаж в V-3027];[Коллектор];
[Дренаж в V-3027];[Коллектор];
[Дренаж в V-3027];[Коллектор];
[Дренаж в V-3027];[Коллектор];
[Дренаж в V-3027];[Коллектор];
[Дренаж в V-3027];[Коллектор];[i_Сырье печи_1];[i_Сырье печи_2];[i_Сырье печи_3];[i_Сырье печи_4];[i_Сырье печи_5];[i_Сырье печи_6];[i_Сырье печи_7];[i_Сырье печи_8];[i_Сырье печи_9];
[Конденсат СД в коллектор с установки];[IO];[o];
[Конденсат СД от коллектора с установки];[IO];[i];
[Пары пропускаемые арматурой к Т-3001];[IO];[i];
[Сырье печи в змеевик 1 Н-3001];[IO];[i];
[Сырье печи в змеевик 2 Н-3001];[IO];[i];
[Сырье печи в змеевик 3 Н-3001];[IO];[i];
[Сырье печи в змеевик 4 Н-3001];[IO];[i];
[Сырье печи к змеевикам];[IO];[o];
[Сырье печи_ДР_10012];[Дренаж];[i];
[Сырье печи_ДР_10117];[Дренаж];[i];
[Сырье печи_ДР_10515];[Дренаж];[i];
[Сырье печи_ДР_10558];[Дренаж];[i];
[Сырье печи_ДР_10573];[Дренаж];[i];
[Сырье печи_ДР_10608];[Дренаж];[i];
[Сырье печи_ДР_10623];[Дренаж];[i];
[Сырье печи_ДР_10655];[Дренаж];[i];
[Сырье печи_ДР_10670];[Дренаж];[i];
[Сырье печи_ДР_10704];[Дренаж];[i];
[Сырье печи_ДР_10719];[Дренаж];[i];
[Сырье печи_ДР_9427];[Дренаж];[i];
[Сырье печи_ДР_9460];[Дренаж];[i];
[Сырье печи_ДР_9528];[Дренаж];[i];
[Сырье печи_ДР_9561];[Дренаж];[i];
[Сырье печи_ДР_9629];[Дренаж];[i];
[Сырье печи_ДР_9662];[Дренаж];[i];
[Сырье печи_ДР_9730];[Дренаж];[i];
[Сырье печи_ДР_9763];[Дренаж];[i];
[Сырье печи_ДР_9874];[Дренаж];[i];
