ID;PROP_ID;COMP_ID;LiquidThermalConductivityA;LiquidThermalConductivityB;LiquidThermalConductivityC;LiquidThermalConductivityTmin;LiquidThermalConductivityTmax
23941;575;23944;0.1508;-0.000104;0;161;548
23942;2804;23945;0.14669999;-9.6000003E-5;0;295;420
23943;4563;23946;0.1161;-0.000001;0;347;767
23944;3389;23947;0.1337;-2.9000001E-5;0;294;657
23945;4787;23948;9.7800002E-2;-0.000004;0;373;892
23946;4481;23949;0.1194;-0.000004;0;340;746
23947;4534;23950;0.1173;-0.000001;0;349;756
23948;4768;23951;0.0995;-3.0000001E-6;0;375;876
23949;4684;23952;0.1071;0.000001;0;367;824
23950;4248;23953;0.1237;-9.0000003E-6;0;333;714
23951;1797;23954;0.13779999;-3.7999998E-5;0;217;618
23952;4886;23955;8.7499999E-2;-9.0000003E-6;0;385;980
23953;4661;23956;0.1092;0;0;360;812
23954;4174;23957;0.126;-0.000014;0;321;704
23955;1316;23958;0.156;-0.000163;0;240;400
23956;4866;23959;8.9699998E-2;-9.0000003E-6;0;380;960
23957;2631;23960;0.1336;-4.0999999E-5;0;295;754
23958;4728;23961;0.1034;-0.000001;0;371;850
23959;4409;23962;0.1205;-0.000004;0;342;735
23960;2479;23963;0.1397;-0.000065;0;280;440
23961;4925;23964;8.3400004E-2;-0.000011;0;387;1022
23962;4708;23965;0.1055;-0.000001;0;365;836
23963;4332;23966;0.1226;-0.000008;0;331;725
23964;2152;23967;0.1453;-0.000055;0;248;595
23965;4905;23968;8.5500002E-2;-0.000011;0;383;1000
23966;4638;23969;0.1106;0.000001;0;361;799
23967;4098;23970;0.12720001;-0.000015;0;322;693
23968;958;23971;0.1529;-7.8999998E-5;0;215;495
23969;4847;23972;9.1600001E-2;-7.0000001E-6;0;382;941
23970;353;23973;0.14219999;-7.6999997E-5;0;163;517
23971;4945;23974;0.0814;-0.000012;0;385;1045
23972;4614;23975;0.1127;0;0;354;789
23973;3995;23976;0.1296;-0.000021;0;309;681
23974;4828;23977;9.3800001E-2;-7.0000001E-6;0;376;923
23975;4747;23978;0.1018;-0.000002;0;369;863
23976;4588;23979;0.114;0.000001;0;356;778
23977;3851;23980;0.1309;-2.3000001E-5;0;309;669
23978;4807;23981;9.5600002E-2;-4.9999999E-6;0;378;907
23979;3128;23982;0.1353;-0.000032;0;293;643
23980;512;23983;0.2498;-0.000243;-0.000001;118;350
23981;3953;23984;0.14669999;-3.9999999E-5;0;296;687
23982;2361;23985;0.1753;-0.000085;0;215;557
23983;13254;23986;0.251454;-0.000363;0;200;610
23984;142;23987;0.18179999;-0.000444;0;230;370
23985;162;23988;0.1621;-5.9000002E-5;-0.000001;271;359
23986;193;23989;0.207325;-0.000497;0;150;405
23987;163;23990;0.16949999;-0.000087;-0.000001;238;359
23988;194;23991;0.18340001;-2.3799999E-4;0;193;363
23989;217;23992;0.19949999;-0.000149;0;189;388
23990;1345;23993;0.17290001;-9.1000002E-5;0;219;514
23991;973;23994;0.1735;-7.2000003E-5;0;283;477
23992;1346;23995;0.17649999;-0.000101;0;187;516
23993;1076;23996;0.1384;-2.4999999E-5;0;357;744
23994;1344;23997;0.1768;-9.5000003E-5;0;202;518
23995;218;23998;0.1987;-0.000119;0;227;441
23996;439;23999;0.19509999;-0.000132;0;175;462
23997;753;24000;0.18520001;-0.00011;0;186;511
23998;754;24001;0.1851;-0.000111;0;186;506
23999;969;24002;0.1849;-0.00011;0;191;492
24000;1336;24003;0.1767;-9.6000003E-5;0;202;509
24001;580;24004;0.1778;-0.000132;0;173;456
24002;1347;24005;0.17290001;-9.1000002E-5;0;219;514
24003;755;24006;0.18520001;-0.00011;0;186;514
24004;970;24007;0.1842;-0.000107;0;199;489
24005;1337;24008;0.16680001;-9.5000003E-5;0;202;522
24006;1338;24009;0.1768;-9.5000003E-5;0;202;516
24007;435;24010;0.1957;-1.2300001E-4;0;189;483
24008;734;24011;0.18529999;-0.000106;0;200;508
24009;436;24012;0.1957;-0.000122;0;189;485
24010;735;24013;0.18529999;-0.000105;0;200;509
24011;2805;24014;0.15440001;-4.6000001E-5;0;272;610
24012;4564;24015;0.1228;-0.000001;0;348;752
24013;3390;24016;0.1468;-0.000032;0;294;641
24014;4788;24017;0.102;-0.000004;0;374;876
24015;4482;24018;0.1268;-3.0000001E-6;0;341;731
24016;4535;24019;0.1245;-0.000001;0;347;741
24017;4769;24020;0.104;-0.000002;0;374;861
24018;4685;24021;0.1124;0.000001;0;365;808
24019;4249;24022;0.1332;-9.9999997E-6;0;329;704
24020;1798;24023;0.1876;-0.000249;0;280;410
24021;4887;24024;9.0899996E-2;-9.0000003E-6;0;384;962
24022;4662;24025;0.1146;0.000001;0;361;796
24023;4175;24026;0.1358;-0.000014;0;321;693
24024;1333;24027;0.1777;-9.1000002E-5;0;209;526
24025;4867;24028;9.3199998E-2;-0.000008;0;381;943
24026;2632;24029;0.15109999;-4.8000002E-5;0;295;715
24027;4729;24030;0.1082;0;0;370;833
24028;4410;24031;0.1288;-4.9999999E-6;0;339;722
24029;2480;24032;0.16760001;-0.000116;0;280;450
24030;4926;24033;8.6499996E-2;-0.000011;0;387;1004
24031;4709;24034;0.1105;0;0;366;821
24032;4333;24035;0.1312;-0.000008;0;332;713
24033;2153;24036;0.17030001;-0.000064;0;245;572
24034;4906;24037;8.8799998E-2;-0.000011;0;384;982
24035;4639;24038;0.1165;0.000002;0;360;785
24036;4099;24039;0.138;-0.000017;0;318;681
24037;966;24040;0.1856;-0.000104;0;204;498
24038;4848;24041;9.5299996E-2;-7.0000001E-6;0;381;924
24039;4946;24042;8.4399998E-2;-0.000012;0;387;1026
24040;4615;24043;0.1187;0.000001;0;355;773
24041;3996;24044;0.1409;-2.3000001E-5;0;308;669
24042;4829;24045;9.7599998E-2;-6.0000002E-6;0;378;907
24043;4748;24046;0.1063;-0.000002;0;370;847
24044;4589;24047;0.1205;0.000001;0;354;762
24045;3852;24048;0.1435;-0.000026;0;304;655
24046;4808;24049;9.9699996E-2;-4.9999999E-6;0;378;891
24047;3129;24050;0.15009999;-3.7999998E-5;0;286;626
24048;4316;24051;0.13680001;-1.8999999E-5;0;316;703
24049;3833;24052;0.15189999;-4.6000001E-5;0;273;639
24050;4985;24053;-12321;-12321;-12321;-12321;-12321
24051;3373;24054;0.1534;-0.000043;0;294;622
24052;4082;24055;0.14489999;-0.000033;0;293;668
24053;3978;24056;0.14820001;-3.8999999E-5;0;283;654
24054;4523;24057;0.1312;-0.000011;0;324;727
24055;4465;24058;0.1322;-0.000012;0;327;723
24056;4393;24059;0.1345;-0.000016;0;322;713
24057;4232;24060;0.1393;-2.3000001E-5;0;309;692
24058;4083;24061;0.13160001;-2.4999999E-5;0;367;722
24059;4231;24062;0.1409;-2.4999999E-5;0;298;685
24060;3372;24063;0.1596;-0.000054;0;250;609
24061;4984;24064;-12321;-12321;-12321;-12321;-12321
24062;3111;24065;0.16329999;-6.6000001E-5;0;230;598
24063;3977;24066;0.1499;-4.0999999E-5;0;274;647
24064;3832;24067;0.154;-4.8000002E-5;0;259;632
24065;4983;24068;-12321;-12321;-12321;-12321;-12321
24066;2785;24069;0.16859999;-7.5000004E-5;0;220;577
24067;4392;24070;0.13689999;-0.000015;0;312;702
24068;4982;24071;-12321;-12321;-12321;-12321;-12321
24069;4315;24072;0.1381;-1.9999999E-5;0;308;696
24070;11583;24073;-12321;-12321;-12321;-12321;-12321
24071;8861;24074;0.17011601;-0.000044;0;200;640
24072;9564;24075;0.16755199;-3.6000001E-5;0;200;620
24073;2794;24076;0.17389999;-2.4000001E-5;0;267;624
24074;2884;24077;0.19670001;-4.7000001E-5;0;280;656
24075;2788;24078;0.1851;-0.000126;0;207;586
24076;4444;24079;0.12890001;-7.0000001E-6;0;364;744
24077;4064;24080;0.14820001;-3.9999999E-5;0;264;649
24078;2765;24081;0.1679;-6.2999999E-5;0;259;562
24079;4554;24082;0.1288;-0.000002;0;341;721
24080;4551;24083;0.1278;-0.000001;0;348;723
24081;3381;24084;0.20280001;-0.000107;0;285;651
24082;3749;24085;0.15800001;0.000022;0;297;685
24083;3375;24086;0.1595;-4.7000001E-5;0;268;587
24084;4217;24087;0.1418;-0.000028;0;287;670
24085;4547;24088;0.12970001;-0.000013;0;331;785
24086;3346;24089;0.2254;-0.000379;0;295;580
24087;4782;24090;0.1075;-0.000004;0;360;846
24088;4779;24091;0.1072;0;0;374;839
24089;4499;24092;0.1274;-4.9999999E-6;0;340;745
24090;4492;24093;0.125;0.000001;0;369;722
24091;4467;24094;0.1328;-7.0000001E-6;0;332;701
24092;4447;24095;0.1321;-6.0000002E-6;0;339;700
24093;3351;24096;0.13680001;-0.000053;0;266;692
24094;3058;24097;0.1603;-5.9000002E-5;0;267;593
24095;3055;24098;0.1605;-0.000053;0;282;607
24096;3059;24099;0.1604;-5.9000002E-5;0;267;596
24097;3056;24100;0.1604;-0.000053;0;282;604
24098;3060;24101;0.1605;-5.9000002E-5;0;267;602
24099;3057;24102;0.16060001;-0.000053;0;282;609
24100;3335;24103;0.1548;-0.000053;0;274;665
24101;3352;24104;0.1365;-4.9999999E-5;0;279;685
24102;1974;24105;0.1822;-9.9999997E-5;0;193;548
24103;1642;24106;0.19310001;-0.000116;0;185;508
24104;3328;24107;0.1538;-5.0999999E-5;0;289;706
24105;1766;24108;0.1735;-8.0999998E-5;0;225;507
24106;2473;24109;0.17020001;-5.1999999E-5;0;248;540
24107;1281;24110;0.1778;-0.000087;0;231;509
24108;2141;24111;0.17309999;-0.000065;0;237;527
24109;1361;24112;0.18870001;-0.000111;0;204;445
24110;981;24113;0.1946;-1.2500001E-4;0;210;409
24111;1362;24114;0.1847;-0.000102;0;221;459
24112;1366;24115;0.1841;-0.000114;0;206;431
24113;464;24116;0.2146;-0.000159;0;177;405
24114;784;24117;0.1998;-0.000137;0;189;413
24115;785;24118;0.1998;-0.000137;0;189;413
24116;977;24119;0.1996;-0.00013;0;193;424
24117;1353;24120;0.18889999;-0.00011;0;204;452
24118;585;24121;0.213;-0.000161;0;181;375
24119;1363;24122;0.18870001;-0.000118;0;189;447
24120;786;24123;0.1998;-0.000137;0;189;413
24121;978;24124;0.1996;-1.3099999E-4;0;193;421
24122;1354;24125;0.189;-0.000109;0;204;460
24123;1355;24126;0.18889999;-0.000109;0;204;455
24124;765;24127;0.1996;-1.2899999E-4;0;203;409
24125;766;24128;0.1996;-1.2899999E-4;0;203;409
24126;583;24129;0.2183;-0.000164;0;169;391
24127;2806;24130;0.1617;-4.8999998E-5;0;268;553
24128;4565;24131;0.1246;0.000002;0;349;714
24129;3391;24132;0.1524;-0.000033;0;290;589
24130;4789;24133;0.1029;-0.000002;0;376;839
24131;4483;24134;0.12980001;0.000002;0;341;687
24132;4536;24135;0.12620001;3.0000001E-6;0;350;703
24133;4770;24136;0.1048;0;0;377;824
24134;4686;24137;0.1135;0.000004;0;368;771
24135;4250;24138;0.1357;-6.0000002E-6;0;332;656
24136;1799;24139;0.1815;-8.3999999E-5;0;230;486
24137;4888;24140;9.1600001E-2;-9.0000003E-6;0;387;924
24138;4663;24141;0.1159;0.000004;0;362;759
24139;4176;24142;0.1389;-0.000012;0;321;645
24140;1350;24143;0.19220001;-0.00011;0;200;458
24141;4868;24144;9.3999997E-2;-0.000008;0;383;904
24142;4730;24145;0.1092;0.000002;0;373;796
24143;4411;24146;0.1312;0;0;342;677
24144;2481;24147;0.1666;-5.6000001E-5;0;263;533
24145;4927;24148;8.7300003E-2;-0.000011;0;389;965
24146;4710;24149;0.1116;0.000002;0;367;784
24147;4334;24150;0.1338;-4.9999999E-6;0;332;667
24148;2154;24151;0.1743;-7.2000003E-5;0;239;511
24149;4907;24152;8.9599997E-2;-9.9999997E-6;0;385;943
24150;4640;24153;0.1177;4.9999999E-6;0;363;748
24151;4100;24154;0.141;-0.000014;0;320;632
24152;974;24155;0.2036;-0.000134;0;183;427
24153;4849;24156;9.6000001E-2;-6.0000002E-6;0;384;886
24154;357;24157;0.2361;-2.1300001E-4;-0.000001;144;352
24155;4947;24158;8.5199997E-2;-0.000012;0;388;988
24156;4616;24159;0.1202;0.000004;0;356;736
24157;3997;24160;0.1446;-0.000021;0;307;619
24158;4830;24161;9.8399997E-2;-4.9999999E-6;0;379;869
24159;4749;24162;0.1072;0;0;372;810
24160;4590;24163;0.1219;4.9999999E-6;0;357;725
24161;3853;24164;0.1476;-2.4000001E-5;0;306;604
24162;4809;24165;0.1005;-3.0000001E-6;0;380;853
24163;3130;24166;0.1559;-3.7000002E-5;0;287;572
24164;4525;24167;0.1311;-0.000004;0;336;709
24165;4521;24168;0.12989999;-3.0000001E-6;0;344;712
24166;4763;24169;0.1097;-3.0000001E-6;0;358;832
24167;4760;24170;0.1094;0.000001;0;372;826
24168;4679;24171;0.1178;0.000001;0;358;780
24169;4676;24172;0.1176;3.0000001E-6;0;363;777
24170;4265;24173;0.13349999;-0.000011;0;330;716
24171;4259;24174;0.1314;-0.000008;0;357;700
24172;4234;24175;0.14030001;-1.8000001E-5;0;314;666
24173;4213;24176;0.1393;-0.000015;0;325;666
24174;1737;24177;0.17039999;-4.9999999E-6;0;230;573
24175;1812;24178;0.20739999;-7.8999998E-5;0;239;600
24176;4881;24179;9.5399998E-2;-0.000008;0;379;928
24177;4878;24180;0.0964;-7.0000001E-6;0;382;915
24178;1697;24181;0.2008;-0.000189;0;154;510
24179;4210;24182;0.1371;-2.3000001E-5;0;330;718
24180;3357;24183;0.15979999;-6.1999999E-5;0;231;611
24181;4208;24184;0.141;-0.000032;0;295;741
24182;1658;24185;0.1869;-0.000103;0;222;490
24183;4656;24186;0.12;0.000002;0;355;768
24184;4653;24187;0.1196;3.0000001E-6;0;360;766
24185;4192;24188;0.1362;-0.000016;0;321;705
24186;4185;24189;0.134;-0.000011;0;352;691
24187;4160;24190;0.2323;-0.000394;0;295;580
24188;4520;24191;0.1302;-0.000008;0;332;706
24189;4139;24192;0.14219999;-1.9999999E-5;0;318;654
24190;1253;24193;0.1742;-9.0000003E-6;0;217;550
24191;1409;24194;0.1752;0.000008;0;229;581
24192;4861;24195;0.0977;-7.0000001E-6;0;377;910
24193;4858;24196;0.0986;-4.9999999E-6;0;380;898
24194;1235;24197;0.2087;-0.000227;0;133;479
24195;4135;24198;0.14;-0.000028;0;319;707
24196;3093;24199;0.1646;-7.0000002E-5;0;219;595
24197;1174;24200;0.2121;-0.000142;0;171;446
24198;11827;24201;-1.176587;0.59520799;884;200;790
24199;1378;24202;0.14;-5.9000002E-5;0;230;524
24200;989;24203;0.1397;-6.1999999E-5;0;236;511
24201;1379;24204;0.1373;-0.000054;0;247;544
24202;1383;24205;0.1375;-5.9000002E-5;0;232;550
24203;486;24206;0.1365;-7.7999997E-5;0;203;538
24204;815;24207;0.1338;-7.0000002E-5;0;215;559
24205;816;24208;0.1338;-7.0000002E-5;0;215;559
24206;985;24209;0.14309999;-6.6000001E-5;0;219;520
24207;1370;24210;0.14030001;-5.8000001E-5;0;230;541
24208;589;24211;0.14579999;-7.4000003E-5;0;212;494
24209;1380;24212;0.14040001;-6.2999999E-5;0;215;537
24210;817;24213;0.1338;-7.0000002E-5;0;215;559
24211;986;24214;0.12620001;-6.6000001E-5;0;219;523
24212;1371;24215;0.14049999;-5.8000001E-5;0;230;549
24213;1372;24216;0.14049999;-5.8000001E-5;0;230;548
24214;482;24217;0.13689999;-7.2000003E-5;0;217;560
24215;796;24218;0.1339;-6.7000001E-5;0;229;554
24216;483;24219;0.13689999;-7.2000003E-5;0;217;560
24217;797;24220;0.1339;-6.7000001E-5;0;229;554
24218;587;24221;0.1274;-7.6999997E-5;0;200;504
24219;2807;24222;0.1311;-0.000027;0;287;630
24220;4566;24223;0.1105;0;0;352;788
24221;3392;24224;0.12720001;-1.8000001E-5;0;303;661
24222;4790;24225;9.1200002E-2;-0.000008;0;376;942
24223;4484;24226;0.1139;-0.000001;0;345;764
24224;4537;24227;0.1119;0;0;352;776
24225;4771;24228;9.3099996E-2;-7.0000001E-6;0;376;924
24226;4687;24229;0.1009;-0.000002;0;368;850
24227;4251;24230;0.1185;-0.000004;0;337;727
24228;1800;24231;0.1523;-0.000185;0;280;450
24229;4889;24232;8.0899999E-2;-0.000012;0;386;1051
24230;4664;24233;0.1032;-0.000002;0;363;843
24231;4177;24234;0.1205;-6.0000002E-6;0;328;713
24232;1367;24235;0.1305;-5.7000001E-5;0;229;555
24233;4869;24236;8.2999997E-2;-0.000012;0;382;1026
24234;4731;24237;9.7099997E-2;-4.9999999E-6;0;373;889
24235;4412;24238;0.1152;-0.000001;0;345;751
24236;2482;24239;0.146;-0.000153;0;280;450
24237;4928;24240;7.6899998E-2;-0.000013;0;388;1105
24238;4711;24241;9.9299997E-2;-0.000004;0;368;874
24239;4335;24242;0.1172;-3.0000001E-6;0;337;739
24240;2155;24243;0.12970001;-4.0999999E-5;0;257;596
24241;4908;24244;7.8900002E-2;-0.000013;0;385;1077
24242;4641;24245;0.1048;-0.000001;0;364;829
24243;4101;24246;0.1217;-0.000008;0;327;701
24244;982;24247;0.13249999;-0.000065;0;218;531
24245;4850;24248;8.5000001E-2;-0.000011;0;383;1004
24246;4948;24249;7.4900001E-2;-0.000014;0;387;1134
24247;4617;24250;0.1069;-0.000001;0;358;816
24248;3998;24251;0.1238;-0.000012;0;317;689
24249;4820;24252;8.7300003E-2;-9.9999997E-6;0;379;982
24250;4750;24253;9.8300003E-2;-0.000013;0;312;906
24251;4591;24254;0.1085;0;0;358;802
24252;3854;24255;0.125;-0.000013;0;315;674
24253;4810;24256;8.9100003E-2;-9.0000003E-6;0;380;962
24254;3131;24257;0.1283;-1.9999999E-5;0;305;646
24255;3912;24258;0.1473;-0.000042;0;294;703
24256;3781;24259;0.15099999;-4.7000001E-5;0;288;700
24257;19913;24260;-12321;-12321;-12321;-12321;-12321
24258;625;24261;0.2193;-6.0999999E-5;0;271;583
24259;2436;24262;0.1681;-7.4000003E-5;0;252;563
24260;2013;24263;0.186;-0.000113;0;159;512
24261;1214;24264;0.2044;-0.000143;0;173;438
24262;2388;24265;0.1691;-7.7999997E-5;0;240;556
24263;2383;24266;0.169;-7.3000003E-5;0;255;548
24264;3073;24267;0.15970001;-4.8999998E-5;0;295;611
24265;3074;24268;0.15970001;-4.8999998E-5;0;295;609
24266;3075;24269;0.15970001;-4.8999998E-5;0;295;612
24267;3076;24270;0.15979999;-4.8999998E-5;0;295;614
24268;2659;24271;0.1674;-6.6000001E-5;0;262;577
24269;3043;24272;0.16069999;-0.000053;0;282;614
24270;2572;24273;0.17550001;-0.000055;0;252;546
24271;5475;24274;-12321;-12321;-12321;-12321;-12321
24272;3783;24275;0.1462;-0.000026;0;368;705
24273;3049;24276;0.16320001;-6.9000002E-5;0;230;601
24274;2680;24277;0.1691;-7.0000002E-5;0;243;591
24275;3916;24278;0.1442;-2.4999999E-5;0;363;742
24276;3046;24279;0.1605;-5.9000002E-5;0;267;601
24277;3052;24280;0.1596;-6.2999999E-5;0;253;618
24278;3077;24281;0.1596;-4.8999998E-5;0;295;607
24279;3078;24282;0.1647;-6.8000001E-5;0;229;602
24280;2660;24283;0.16779999;-0.000065;0;262;596
24281;3044;24284;0.16060001;-0.000053;0;282;609
24282;2573;24285;0.17560001;-0.000055;0;252;550
24283;3784;24286;0.1461;-0.000026;0;368;701
24284;3050;24287;0.1604;-5.9000002E-5;0;267;598
24285;3921;24288;0.1434;-0.000027;0;363;748
24286;2681;24289;0.1707;-7.6999997E-5;0;221;586
24287;3047;24290;0.1604;-5.9000002E-5;0;267;598
24288;3053;24291;0.1587;-6.1999999E-5;0;262;601
24289;2661;24292;0.1699;-7.3000003E-5;0;235;597
24290;3045;24293;0.1461;-0.000053;0;282;612
24291;3785;24294;0.1461;-0.000026;0;368;702
24292;3051;24295;0.1605;-5.9000002E-5;0;267;601
24293;3922;24296;0.1434;-0.000027;0;363;748
24294;2682;24297;0.168;-7.1000002E-5;0;242;589
24295;3048;24298;0.1605;-5.9000002E-5;0;267;603
24296;3054;24299;0.1596;-0.000064;0;251;607
24297;3786;24300;0.148;-0.000033;0;343;697
24298;3787;24301;0.1461;-0.000026;0;368;701
24299;3923;24302;0.1434;-0.000027;0;363;748
24300;3788;24303;0.14300001;-0.000016;0;400;698
24301;3924;24304;0.14229999;-2.4999999E-5;0;363;704
24302;3789;24305;0.1462;-0.000026;0;368;704
24303;3032;24306;0.1596;-5.9999998E-5;0;262;652
24304;2437;24307;0.1719;-8.1999999E-5;0;224;562
24305;2014;24308;0.18189999;-9.9999997E-5;0;197;527
24306;1215;24309;0.20389999;-0.000128;0;201;449
24307;2389;24310;0.1728;-0.000086;0;212;549
24308;2384;24311;0.1751;-8.9000001E-5;0;199;551
24309;2439;24312;0.1717;-8.2999999E-5;0;224;550
24310;2016;24313;0.1803;-9.5000003E-5;0;216;517
24311;2391;24314;0.1727;-0.000087;0;212;540
24312;2386;24315;0.17290001;-8.0999998E-5;0;227;544
24313;2441;24316;0.1718;-8.1999999E-5;0;224;555
24314;3087;24317;0.1578;-5.9000002E-5;0;255;683
24315;2438;24318;0.1718;-8.1999999E-5;0;224;556
24316;2015;24319;0.18170001;-0.000101;0;197;517
24317;1216;24320;0.2036;-0.00013;0;201;436
24318;2390;24321;0.1726;-0.000087;0;212;539
24319;2385;24322;0.176;-9.5000003E-5;0;183;542
24320;2440;24323;0.1718;-8.1999999E-5;0;224;555
24321;2017;24324;0.18189999;-0.000102;0;195;517
24322;2392;24325;0.1727;-0.000087;0;212;540
24323;2387;24326;0.17290001;-8.0999998E-5;0;227;544
24324;2442;24327;0.1718;-8.2999999E-5;0;222;550
24325;3088;24328;0.1568;-5.7000001E-5;0;268;671
24326;3776;24329;0.14669999;-4.7000001E-5;0;303;706
24327;1763;24330;0.1734;-8.0999998E-5;0;225;509
24328;2470;24331;0.16670001;-0.000055;0;248;540
24329;1278;24332;0.17910001;-0.000087;0;231;504
24330;2138;24333;0.17309999;-0.000065;0;237;527
24331;1054;24334;0.20299999;-9.6999996E-5;0;244;465
24332;1753;24335;0.17659999;-0.000031;0;329;533
24333;1655;24336;0.19149999;-0.000114;0;184;521
24334;1148;24337;0.2057;-0.000136;0;176;472
24335;2643;24338;0.1559;-2.9000001E-5;0;383;633
24336;3012;24339;0.16680001;-5.8000001E-5;0;273;702
24337;9681;24340;-1.279593;0.63612801;819;200;730
24338;1397;24341;0.162;-3.7999998E-5;0;333;568
24339;1000;24342;0.1716;-4.7000001E-5;0;317;544
24340;1398;24343;0.1666;-5.0999999E-5;0;300;574
24341;1402;24344;0.1657;-0.000043;0;315;563
24342;996;24345;0.1743;-0.000053;0;304;558
24343;1389;24346;0.16580001;-0.000043;0;315;565
24344;604;24347;0.1901;-9.2000002E-5;0;226;539
24345;1399;24348;0.1621;-3.7999998E-5;0;333;572
24346;997;24349;0.1435;0.000001;0;400;560
24347;1390;24350;0.16580001;-0.000043;0;315;565
24348;1391;24351;0.16580001;-0.000043;0;315;565
24349;602;24352;0.1912;-9.2000002E-5;0;222;554
24350;2808;24353;0.1444;-4.9999999E-6;0;376;647
24351;3393;24354;0.1362;0.000008;0;398;671
24352;4485;24355;0.1088;4.8000002E-5;0;488;751
24353;4252;24356;0.1185;3.6000001E-5;0;454;722
24354;1802;24357;0.15970001;-0.000028;0;342;605
24355;4178;24358;0.1218;0.000031;0;443;712
24356;1386;24359;0.1661;-3.7000002E-5;0;330;589
24357;4413;24360;0.1119;0.000044;0;477;740
24358;2483;24361;0.149;-0.000012;0;364;634
24359;4336;24362;0.1152;3.9999999E-5;0;466;732
24360;2156;24363;0.15790001;-0.000033;0;318;621
24361;4102;24364;0.1252;0.000026;0;432;702
24362;993;24365;0.1735;-4.6000001E-5;0;319;571
24363;365;24366;0.20649999;-0.00011;0;199;535
24364;3999;24367;0.1288;1.9999999E-5;0;421;692
24365;3855;24368;0.13240001;0.000014;0;409;681
24366;3132;24369;0.1402;0.000002;0;387;659
24367;4723;24370;0.1143;-0.000002;0;353;805
24368;4720;24371;0.1135;0.000002;0;368;800
24369;4426;24372;0.1294;-7.0000001E-6;0;337;735
24370;4420;24373;0.1319;9.0000003E-6;0;365;705
24371;4395;24374;0.13510001;-0.000011;0;327;690
24372;4373;24375;0.13429999;-0.000008;0;336;689
24373;2462;24376;0.163;0.000015;0;255;608
24374;2518;24377;0.19320001;-2.9000001E-5;0;268;639
24375;4920;24378;9.0899996E-2;-0.000011;0;382;968
24376;4917;24379;0.092;-9.0000003E-6;0;385;951
24377;2456;24380;0.176;-0.000136;0;192;564
24378;4370;24381;0.13150001;-0.000012;0;352;735
24379;3961;24382;0.1517;-4.7000001E-5;0;253;638
24380;2362;24383;0.17399999;-7.2000003E-5;0;253;541
24381;4703;24384;0.1156;0.000001;0;361;792
24382;4700;24385;0.1156;3.0000001E-6;0;365;788
24383;4350;24386;0.13169999;-9.9999997E-6;0;331;725
24384;4343;24387;0.2351;-0.000104;0;331;738
24385;4318;24388;0.1376;-0.000014;0;321;678
24386;4294;24389;0.13680001;-0.000012;0;330;677
24387;2132;24390;0.17550001;-5.6000001E-5;0;276;551
24388;2175;24391;0.2198;-1.2899999E-4;0;258;620
24389;4900;24392;9.3099996E-2;-9.9999997E-6;0;380;948
24390;4897;24393;0.0942;-0.000008;0;383;933
24391;2035;24394;0.1823;-0.000105;0;171;538
24392;4289;24395;0.13429999;-1.8000001E-5;0;341;727
24393;3818;24396;0.15549999;-0.000054;0;242;625
24394;4287;24397;0.13869999;-0.000028;0;301;751
24395;1992;24398;0.18700001;-9.0000001E-5;0;224;504
24396;19914;24399;-12321;-12321;-12321;-12321;-12321
24397;4633;24400;0.1222;0.000001;0;352;756
24398;4630;24401;0.1216;0.000002;0;358;755
24399;4115;24402;0.1381;-1.8000001E-5;0;321;695
24400;4109;24403;0.14390001;3.0000001E-6;0;347;653
24401;4084;24404;0.23379999;-4.1000001E-4;0;295;580
24402;4451;24405;0.133;-0.000012;0;321;697
24403;4065;24406;0.1451;-2.4000001E-5;0;313;641
24404;1004;24407;0.17730001;0.000008;0;196;557
24405;4842;24408;0.1;-6.0000002E-6;0;375;894
24406;4839;24409;0.1008;-0.000004;0;379;883
24407;838;24410;0.2271;-0.000187;0;138;395
24408;657;24411;0.2375;-0.00021;0;30;450
24409;658;24412;0.23370001;-0.000216;0;30;433
24410;4058;24413;0.1432;-3.4000001E-5;0;307;698
24411;2770;24414;0.1692;-7.5999997E-5;0;220;577
24412;4056;24415;0.14659999;-3.9999999E-5;0;281;723
24413;671;24416;0.2087;-0.000151;0;197;411
24414;3042;24417;0.1577;-5.9000002E-5;0;272;598
24415;3038;24418;0.1613;-6.1999999E-5;0;255;604
24416;3039;24419;0.17209999;-1.4600001E-4;0;280;430
24417;5440;24420;-1.2905;0.1408;808;300;768
24418;4129;24421;0.13779999;-2.9000001E-5;0;348;779
24419;4518;24422;0.13249999;-0.000011;0;325;730
24420;4446;24423;0.1346;-0.000014;0;319;722
24421;3811;24424;0.1505;-4.6000001E-5;0;285;676
24422;1973;24425;0.183;-9.7999997E-5;0;203;533
24423;3779;24426;0.1516;-4.5000001E-5;0;295;701
24424;4940;24427;8.8600002E-2;-0.000012;0;383;989
24425;4937;24428;0.0898;-9.9999997E-6;0;386;972
24426;4608;24429;0.1244;0.000001;0;348;744
24427;4605;24430;0.1236;0.000002;0;355;745
24428;4013;24431;0.14120001;-2.4000001E-5;0;309;684
24429;4006;24432;0.19410001;-9.0000003E-6;0;311;704
24430;3980;24433;0.18799999;-0.000168;0;280;500
24431;4377;24434;0.1358;-0.000017;0;309;688
24432;3962;24435;0.1485;-1.8999999E-5;0;324;620
24433;4823;24436;0.1023;-4.9999999E-6;0;374;877
24434;4819;24437;0.103;-3.0000001E-6;0;377;867
