ID;PROP_ID;COMP_ID;EnthalpyOfVapourizationA;EnthalpyOfVapourizationB;EnthalpyOfVapourizationN;EnthalpyOfVapourizationTmin;EnthalpyOfVapourizationTmax
20545;13231;20548;72036.32;654;0.430769;200;654
20546;13230;20549;62895.438;623;0.411048;200;623
20547;12376;20550;140536.84;914;0.46036801;200;914
20548;17123;20551;75903.219;696;0.39705101;200;696
20549;17126;20552;48183.109;575;0.37186801;200;575
20550;17125;20553;48177.266;575;0.37175801;200;575
20551;17577;20554;74788.438;831;0.36616299;200;831
20552;17069;20555;70386.586;682;0.41781601;200;682
20553;16304;20556;78888.117;684;0.390515;200;684
20554;17089;20557;50523.383;581;0.37801;200;581
20555;17057;20558;87164.703;662;0.43684199;200;662
20556;17028;20559;58184.473;657.79999;0.388199;200;657.79999
20557;15919;20560;66021.5;620;0.39333999;200;620
20558;12675;20561;50648.43;583;0.376243;200;583
20559;12674;20562;47364.016;551.5;0.37281799;200;551.5
20560;15577;20563;47079;464;0.44446099;200;464
20561;12482;20564;64791.602;585;0.39879501;200;585
20562;12676;20565;54856.242;626;0.384011;200;626
20563;17087;20566;60864.777;661;0.392032;200;661
20564;17047;20567;62214.301;671;0.396108;200;671
20565;16307;20568;75317.008;656;0.37297499;200;656
20566;16306;20569;63663.621;619;0.42929199;200;619
20567;17040;20570;64362.699;669.59998;0.42492601;200;669.59998
20568;17048;20571;61864.492;668;0.39341101;200;668
20569;17042;20572;58652.539;661;0.392225;200;661
20570;17049;20573;62458.23;668;0.39740101;200;668
20571;17041;20574;52691.195;636;0.37323701;200;636
20572;5852;20575;95495.281;769;0.38552201;253.10001;769
20573;9817;20576;78789.703;665;0.397701;200;665
20574;14830;20577;117561.34;679;0.463162;200;679
20575;11849;20578;96209.039;676;0.44511801;200;676
20576;9064;20579;66292.75;727;0.40108201;200;727
20577;12106;20580;71869.336;742;0.40630201;450.84;742
20578;7315;20581;-12321;-12321;-12321;-12321;-12321
20579;15228;20582;69006.539;602;0.41413799;200;602
20580;6948;20583;58254.488;658;0.38935;200;658
20581;11007;20584;58305.902;658.20001;0.38931501;200;658.20001
20582;9260;20585;49641.121;657;0.387238;200;657
20583;9530;20586;52344.508;611;0.38088301;200;611
20584;19425;20587;31693.48;558;0.31149501;200;558
20585;15231;20588;132434.48;799;0.475916;324.89999;799
20586;15235;20589;140485.23;896;0.43202999;288.39999;896
20587;15232;20590;147355.63;823;0.50455898;342.39999;823
20588;15236;20591;165825.86;937;0.54087001;302.89999;937
20589;15237;20592;186711.23;977;0.57801801;317.39999;977
20590;17088;20593;62259.262;661;0.39120799;200;661
20591;12031;20594;68476.234;626;0.37101299;200;626
20592;7571;20595;68530.836;645;0.39155701;200;645
20593;14270;20596;83448.836;637;0.428859;200;637
20594;6450;20597;-12321;-12321;-12321;-12321;-12321
20595;17084;20598;86340.281;724;0.43884701;200;724
20596;10677;20599;94693.711;660;0.439215;298.14999;660
20597;17124;20600;75903.219;696;0.39705101;200;696
20598;17051;20601;60096.25;663;0.34975001;200;663
20599;16150;20602;-12321;-12321;-12321;-12321;-12321
20600;13767;20603;113075.55;727;0.42149299;408.10001;727
20601;12586;20604;66874.695;577;0.39877799;200;577
20602;16584;20605;86359.32;679;0.40520501;200;679
20603;10555;20606;82693.188;626.5;0.43695799;200;626.5
20604;16305;20607;59243.543;619;0.36903101;200;619
20605;15828;20608;70003.711;656;0.39585301;200;656
20606;16459;20609;60975.457;616.59998;0.37250099;200;616.59998
20607;16303;20610;69626.672;621;0.38754901;200;621
20608;16308;20611;70566.383;673;0.37126401;200;673
20609;7136;20612;105848.2;765;0.442579;200;765
20610;7986;20613;-12321;-12321;-12321;-12321;-12321
20611;11023;20614;-12321;-12321;-12321;-12321;-12321
20612;13030;20615;68781.109;711;0.40899599;200;711
20613;14217;20616;69683.039;699;0.40847701;200;699
20614;16729;20617;89776.219;683;0.440063;200;683
20615;14679;20618;65528.863;690;0.39436001;200;690
20616;16724;20619;64323.777;698;0.40437499;200;698
20617;16318;20620;83500.375;773;0.37457001;200;773
20618;18474;20621;71511.875;710;0.373979;200;710
20619;10775;20622;71406.703;736;0.41519099;200;736
20620;12156;20623;73402.578;708;0.41434199;200;708
20621;16967;20624;92844.586;687;0.44589901;200;687
20622;17399;20625;97797.109;800;0.37868401;323.10001;800
20623;11971;20626;71106.531;711;0.41556299;200;711
20624;17328;20627;76464.977;742;0.429528;200;742
20625;17116;20628;112267.25;701;0.46597701;205.2;701
20626;16966;20629;105343.67;694;0.46035501;200;694
20627;9916;20630;68185.922;715.79999;0.41376999;294.26001;715.79999
20628;16725;20631;62622.797;706;0.40779901;200;706
20629;14147;20632;71670.273;688;0.39058799;200;688
20630;8917;20633;69256.297;691;0.40901101;200;691
20631;16959;20634;80681.789;665;0.42690301;200;665
20632;11064;20635;80177.938;690;0.39384201;200;690
20633;19271;20636;-12321;-12321;-12321;-12321;-12321
20634;17356;20637;85138.75;822;0.34957099;200;822
20635;11566;20638;74153.078;719;0.42127401;200;719
20636;11900;20639;69029.469;705;0.408272;200;705
20637;12752;20640;57440.191;689;0.38555101;200;689
20638;14035;20641;57122.363;690;0.38846099;200;690
20639;18757;20642;-12321;-12321;-12321;-12321;-12321
20640;12632;20643;111144.93;808;0.47979501;244.2;808
20641;16765;20644;-12321;-12321;-12321;-12321;-12321
20642;17335;20645;82448.023;762;0.45368299;200;762
20643;16740;20646;70329.156;720;0.31592301;210.2;720
20644;16768;20647;-12321;-12321;-12321;-12321;-12321
20645;17252;20648;83370.805;718;0.43839499;200;718
20646;12554;20649;92090.305;788;0.38840899;200;788
20647;5942;20650;100561.69;726;0.412485;346.5;726
20648;13888;20651;75755.727;724;0.41706401;200;724
20649;14120;20652;86450.602;686;0.41312301;200;686
20650;17245;20653;71887.633;693;0.38178599;200;693
20651;10839;20654;50228.34;575;0.37980801;200;575
20652;11297;20655;78386.086;753;0.41661599;200;753
20653;11296;20656;78604.797;740;0.40227899;200;740
20654;12553;20657;95464.188;777;0.40585199;200;777
20655;12552;20658;86992.852;765;0.39840201;200;765
20656;12555;20659;112069.35;800;0.44989601;200;800
20657;15129;20660;71930.523;788;0.42168599;200;788
20658;15454;20661;98985.828;737;0.41032499;200;737
20659;11732;20662;66308.617;744;0.40132999;200;744
20660;17360;20663;67292.93;762;0.415804;200;762
20661;12023;20664;69884.359;716;0.407814;200;716
20662;17943;20665;90476.008;855;0.38627699;200;855
20663;17231;20666;75449.539;730;0.41760701;200;730
20664;16413;20667;104631.1;748;0.44194001;200;748
20665;17327;20668;76605.789;742;0.43194899;200;742
20666;17232;20669;78334.719;728;0.419458;200;728
20667;12273;20670;79860.391;693;0.42465001;200;693
20668;17052;20671;68050.109;663;0.40836799;200;663
20669;16727;20672;73273.43;711;0.438463;200;711
20670;17239;20673;80875.031;746;0.44771001;200;746
20671;2651;20674;61007;671.26001;0.38;232.31;671.26001
20672;5502;20675;-12321;-12321;-12321;-12321;-12321
20673;1961;20676;65148;712.96002;0.38;128.17;712.96002
20674;18487;20677;84286.109;696;0.41069001;200;696
20675;13212;20678;75544.93;754;0.35816601;200;754
20676;17344;20679;100000.66;858;0.54486299;200;858
20677;10037;20680;57406.082;612;0.39559099;167.02;612
20678;17343;20681;90449.641;834;0.33886001;200;834
20679;7725;20682;65278.02;698;0.44558999;200;698
20680;10162;20683;76137.414;735;0.394319;200;735
20681;13890;20684;80672.656;725;0.31740999;200;725
20682;11496;20685;73905.445;722;0.39507499;200;722
20683;7978;20686;65264.969;709;0.39048901;200;709
20684;10786;20687;-12321;-12321;-12321;-12321;-12321
20685;10559;20688;-12321;-12321;-12321;-12321;-12321
20686;17282;20689;69051.555;713;0.40573201;200;713
20687;17410;20690;70550.453;681;0.406578;200;681
20688;14216;20691;69008.266;703;0.40745199;200;703
20689;16734;20692;94029.359;703;0.47770399;200;703
20690;16968;20693;106489.9;701;0.467125;200;701
20691;13342;20694;72829.547;705;0.41785499;200;705
20692;10058;20695;67555.25;711;0.40620899;200;711
20693;16963;20696;91734.109;680;0.44008401;200;680
20694;19410;20697;52467.641;576;0.384931;200;576
20695;16719;20698;59767.469;693;0.39488101;200;693
20696;10159;20699;70184.188;674;0.420775;200;674
20697;16971;20700;64381.66;579;0.41074201;200;579
20698;17326;20701;79450.547;748;0.435783;200;748
20699;16733;20702;80772.477;708;0.34894601;200;708
20700;17331;20703;82395.117;757;0.44820899;200;757
20701;17347;20704;68702.633;699;0.40645599;200;699
20702;15059;20705;64776.508;686;0.39625999;200;686
20703;17233;20706;77889.273;701;0.41799;200;701
20704;16760;20707;92822.406;742;0.334454;200;742
20705;19423;20708;51343.566;560;0.38780901;200;560
20706;10051;20709;67345.43;699;0.417638;200;699
20707;9217;20710;-12321;-12321;-12321;-12321;-12321
20708;9019;20711;82958.391;700;0.42664501;200;700
20709;16723;20712;77430.031;684;0.37912399;200;684
20710;16972;20713;66498.117;618;0.39287001;200;618
20711;12090;20714;205426.75;1056;0.48887101;343.85001;1056
20712;11153;20715;79521.141;707;0.31478801;200;707
20713;16741;20716;86112.344;707;0.35869601;200;707
20714;14006;20717;64917.98;668;0.37871999;200;668
20715;16739;20718;67489.789;717;0.31447101;200;717
20716;16798;20719;53480.164;587;0.38472599;200;587
20717;14339;20720;50325.656;600;0.386204;165.57001;600
20718;11414;20721;78208.141;744;0.38256299;200;744
20719;10156;20722;61430.281;604;0.378299;175.78999;604
20720;16970;20723;59747.688;552;0.39732701;200;552
20721;16965;20724;96093.477;694;0.399629;200;694
20722;10167;20725;56807.527;656;0.38393;200;656
20723;10932;20726;60849.297;716;0.40950301;200;716
20724;9086;20727;54843.52;702;0.36956099;200;702
20725;17287;20728;61669.234;746;0.34470999;200;746
20726;9543;20729;54554.188;555;0.38952899;200;555
20727;9423;20730;64665.398;660;0.49297401;240.13;660
20728;18884;20731;56569.184;587;0.39759699;200;587
20729;18137;20732;60346.746;681;0.386235;200;681
20730;10499;20733;59230.98;634;0.37586099;200;634
20731;18138;20734;62408.676;691;0.38799599;200;691
20732;7856;20735;51775.594;615;0.37310001;200;615
20733;7904;20736;73842.289;703;0.34755599;234.28;703
20734;14518;20737;68342.031;692;0.427223;200;692
20735;9214;20738;-12321;-12321;-12321;-12321;-12321
20736;13343;20739;77484.664;725;0.462589;263.10001;725
20737;8993;20740;65676.555;681;0.40894601;200;681
20738;16594;20741;50855.762;587;0.37763;200;587
20739;16761;20742;97434.477;765;0.33931401;254.2;765
20740;13528;20743;-12321;-12321;-12321;-12321;-12321
20741;17352;20744;128554.24;790;0.53713;200;790
20742;17191;20745;78847.445;635;0.42468399;200;635
20743;13671;20746;73027.352;734;0.37905899;200;734
20744;17244;20747;85459.141;754;0.38393101;200;754
20745;17059;20748;77095.43;681;0.431804;200;681
20746;10446;20749;72428.383;662;0.421794;200;662
20747;16991;20750;68186.898;650;0.38555601;200;650
20748;10520;20751;46869.02;562;0.374125;152.39999;562
20749;16728;20752;79489.391;698;0.37193799;200;698
20750;13686;20753;-12321;-12321;-12321;-12321;-12321
20751;5680;20754;149799.94;1105;0.39161199;435.79999;1105
20752;9812;20755;-12321;-12321;-12321;-12321;-12321
20753;11022;20756;57570.238;657;0.385131;200;657
20754;6885;20757;71869.867;742;0.406306;451.84;742
20755;9445;20758;113803.4;828;0.41191301;390.29999;828
20756;8930;20759;63059.863;634;0.38770199;200;634
20757;12468;20760;95744.25;694;0.42258099;200;694
20758;9089;20761;82752.094;665;0.402504;315.25;665
20759;14213;20762;48877.152;595.40002;0.36901;200;595.40002
20760;19277;20763;41343.109;491;0.38090199;200;491
20761;11021;20764;52512.582;644;0.383665;218.39999;644
20762;10157;20765;63956.168;679;0.38809001;298.14438;679
20763;6884;20766;71870.539;742;0.40631101;453.10001;742
20764;11102;20767;63057.852;634;0.387701;200;634
20765;7128;20768;75760.898;724;0.39959899;200;724
20766;6883;20769;86039.438;671;0.40828401;200;671
20767;8250;20770;121341.88;1003;0.397517;435.95999;1003
20768;11416;20771;62499.883;695;0.40278199;200;695
20769;12966;20772;59122.094;622;0.40343201;200;622
20770;10265;20773;-12321;-12321;-12321;-12321;-12321
20771;18131;20774;95744.25;694;0.42258099;200;694
20772;19163;20775;46549.773;632;0.37649;200;632
20773;18133;20776;88530.75;722;0.402594;200;722
20774;18129;20777;95744.25;694;0.42258099;200;694
20775;12965;20778;59865.191;614;0.37247899;200;614
20776;13119;20779;-12321;-12321;-12321;-12321;-12321
20777;14418;20780;55658.535;622;0.41278699;200;622
20778;14417;20781;55658.535;622;0.41278699;200;622
20779;11819;20782;53622.344;594;0.38615599;200;594
20780;19267;20783;50383.871;593;0.39162299;200;593
20781;14419;20784;55658.535;622;0.41278699;200;622
20782;18132;20785;88530.75;722;0.402594;200;722
20783;18130;20786;95744.25;694;0.42258099;200;694
20784;12843;20787;110447.67;697;0.45984599;200;697
20785;19162;20788;46549.773;632;0.37649;200;632
20786;10814;20789;56274.555;650;0.38554299;200;650
20787;5880;20790;72260.32;694.17169;0.41559699;309.53;694.17169
20788;12830;20791;52672.441;650;0.37574399;200;650
20789;17111;20792;70471.859;666;0.423908;200;666
20790;11394;20793;62499.883;695;0.40278199;200;695
20791;18134;20794;94884.422;747;0.41746101;200;747
20792;18135;20795;94884.422;747;0.41746101;200;747
20793;17112;20796;71131.648;668;0.42579499;200;668
20794;10155;20797;62499.883;695;0.40278199;200;695
20795;13091;20798;146035.7;707;0.43445101;200;707
20796;16986;20799;97774.133;705;0.41644901;200;705
20797;17246;20800;72489.75;711;0.36919299;200;711
20798;12403;20801;63826.688;645;0.39759001;200;645
20799;5819;20802;134367.3;923;0.42245501;433.5;923
20800;17281;20803;61580.137;689;0.382301;200;689
20801;16722;20804;92071.453;724;0.40181199;200;724
20802;12701;20805;69619.977;732;0.42549101;200;732
20803;17221;20806;79022.703;696;0.42309999;227.7;696
20804;11287;20807;70348.938;729;0.40160501;200;729
20805;11291;20808;72837.125;712;0.38928199;200;712
20806;5950;20809;146165.77;942;0.426687;428.32999;942
20807;12278;20810;71270.531;752;0.42027301;200;752
20808;16934;20811;91904.578;729;0.43538699;200;729
20809;8230;20812;72446.469;696;0.39354399;200;696
20810;5508;20813;-12321;-12321;-12321;-12321;-12321
20811;2654;20814;61660;681.40997;0.38;222.05;681.40997
20812;6121;20815;71205.375;726;0.39365801;217.25999;726
20813;16979;20816;63177.07;641;0.39620399;200;641
20814;17416;20817;76809.492;719;0.38224;200;719
20815;17578;20818;96083.703;792;0.394867;256.60001;792
20816;16886;20819;54424.531;528;0.383212;200;528
20817;16887;20820;62702.469;560;0.39552999;200;560
20818;16884;20821;51373.324;494;0.37582001;200;494
20819;16885;20822;57530.852;538;0.39611199;200;538
20820;7528;20823;71389.008;674;0.400383;200;674
20821;5818;20824;119627.65;948;0.41205001;338.79999;948
20822;14449;20825;128523.95;770;0.437498;200;770
20823;13625;20826;89005.289;835;0.337156;200;835
20824;10784;20827;-12321;-12321;-12321;-12321;-12321
20825;10702;20828;102236.95;855;0.40752101;370.79999;855
20826;17286;20829;72009.25;730;0.41343999;200;730
20827;16912;20830;102591.87;717;0.42015401;200;717
20828;13894;20831;65603.82;690;0.40537;200;690
20829;8637;20832;73150.25;682;0.413535;200;682
20830;10445;20833;94026.531;715;0.41199899;200;715
20831;16223;20834;114717.04;826;0.433052;333.92001;826
20832;17220;20835;65826.516;705;0.37494999;200;705
20833;16456;20836;96549.469;760;0.51106799;200;760
20834;10699;20837;201939.91;1056;0.47821599;414.04999;1056
20835;6326;20838;159772.78;932;0.45811799;308.10001;932
20836;14937;20839;75599.867;772;0.38352501;200;772
20837;9333;20840;113409.19;898;0.40861601;350.10001;898
20838;17228;20841;66052.367;736;0.365767;200;736
20839;15216;20842;60861.238;725;0.36418;200;725
20840;17230;20843;82668.836;736;0.42931601;200;736
20841;17229;20844;80026.359;701;0.42016399;200;701
20842;10381;20845;67333.969;727;0.418295;200;727
20843;9607;20846;61282.746;685;0.39015701;200;685
20844;13978;20847;80841.117;731;0.39880699;200;731
20845;17190;20848;87963.508;748;0.40875199;200;748
20846;15104;20849;78239.352;701;0.386381;200;701
20847;11714;20850;63107.723;646;0.401003;200;646
20848;11393;20851;62499.883;695;0.40278199;200;695
20849;12524;20852;-12321;-12321;-12321;-12321;-12321
20850;9938;20853;-12321;-12321;-12321;-12321;-12321
20851;12523;20854;-12321;-12321;-12321;-12321;-12321
20852;12114;20855;-12321;-12321;-12321;-12321;-12321
20853;11135;20856;91721.578;763;0.40606001;200;763
20854;11136;20857;80890.711;711;0.425845;200;711
20855;11299;20858;64167.891;742;0.35386699;200;742
20856;11298;20859;65758.539;726;0.40368801;200;726
20857;17283;20860;66860.984;705;0.394532;200;705
20858;17284;20861;71878.68;711;0.41154099;200;711
20859;17304;20862;105678.13;865;0.37063599;200;865
20860;17291;20863;91489.5;764;0.39311799;200;764
20861;17292;20864;89163.727;767;0.44673699;200;767
20862;17273;20865;101560.24;736;0.47319201;200;736
20863;12107;20866;83782.836;732;0.384767;200;732
20864;16476;20867;87114.375;759;0.40357101;200;759
20865;14954;20868;92352.664;748;0.456453;200;748
20866;16757;20869;75518.555;734;0.33389401;200;734
20867;17085;20870;62433.555;653;0.38332701;200;653
20868;17334;20871;82702.484;764;0.44863001;200;764
20869;14924;20872;81540.367;758;0.374208;200;758
20870;16758;20873;91223.602;725;0.35077801;200;725
20871;12132;20874;73721.328;707;0.39941001;200;707
20872;13749;20875;77589.227;734;0.416302;200;734
20873;8234;20876;74008.914;726;0.41665801;200;726
20874;11484;20877;65353.402;722;0.40127099;200;722
20875;17288;20878;75850.914;729;0.421608;200;729
20876;17301;20879;65771.82;760;0.38332701;200;760
20877;17409;20880;80087.289;760;0.38262701;200;760
20878;17361;20881;86501.43;747;0.40266001;200;747
20879;17302;20882;84909.453;776;0.38584399;200;776
20880;8228;20883;59938.695;639;0.39216501;200;639
20881;14677;20884;76384.688;702;0.383086;200;702
20882;17336;20885;94722.336;758;0.46760201;200;758
20883;10456;20886;-12321;-12321;-12321;-12321;-12321
20884;15810;20887;-12321;-12321;-12321;-12321;-12321
20885;16732;20888;92726.492;711;0.47795999;200;711
20886;10267;20889;60451.738;632;0.39490101;200;632
20887;11990;20890;60441.875;632;0.394676;200;632
20888;5790;20891;-12321;-12321;-12321;-12321;-12321
20889;14407;20892;-12321;-12321;-12321;-12321;-12321
20890;8397;20893;-12321;-12321;-12321;-12321;-12321
20891;9979;20894;-12321;-12321;-12321;-12321;-12321
20892;14168;20895;-12321;-12321;-12321;-12321;-12321
20893;13387;20896;72312.313;698;0.38140401;200;698
20894;17263;20897;84961.859;729;0.43568501;200;729
20895;17293;20898;106096.41;773;0.46463701;200;773
20896;17579;20899;99572.563;806;0.40252301;232.56;806
20897;5973;20900;99252.633;792;0.40615201;392.79999;792
20898;6375;20901;99490.859;777;0.41194099;431.48001;777
20899;9976;20902;113734.19;993;0.40424699;361.10001;993
20900;15026;20903;129083.53;721;0.470469;200;721
20901;16380;20904;116198.42;826;0.43558201;315.73001;826
20902;17415;20905;-12321;-12321;-12321;-12321;-12321
20903;17398;20906;109489.69;793;0.49755499;200;793
20904;16764;20907;-12321;-12321;-12321;-12321;-12321
20905;12344;20908;200586.42;1056;0.47422901;440.5;1056
20906;6133;20909;100088.59;772;0.411883;358.03;772
20907;17118;20910;84088.063;737;0.33011901;218.2;737
20908;17285;20911;71814.859;733;0.41908899;200;733
20909;16763;20912;-12321;-12321;-12321;-12321;-12321
20910;16762;20913;-12321;-12321;-12321;-12321;-12321
20911;11627;20914;84038.461;747;0.40427101;200;747
20912;17275;20915;111346.52;768;0.47099701;200;768
20913;8650;20916;82736.102;709;0.373402;200;709
20914;10457;20917;-12321;-12321;-12321;-12321;-12321
20915;10374;20918;69406.625;661;0.41164801;200;661
20916;17303;20919;100176.5;802;0.480571;200;802
20917;17295;20920;121788.69;758;0.41122901;200;758
20918;9488;20921;91124;787;0.39455399;200;787
20919;12557;20922;68657.742;744;0.36668199;200;744
20920;11757;20923;76854.438;733;0.42134401;200;733
20921;17668;20924;73800.391;747;0.40780199;200;747
20922;11293;20925;86654.234;753;0.40073901;200;753
20923;11756;20926;80044.836;700;0.42778501;200;700
20924;12556;20927;59022.91;757;0.32605299;200;757
20925;17289;20928;83753.594;743;0.394389;200;743
20926;6496;20929;149154.77;1097;0.39346001;445;1097
20927;13660;20930;117140.7;829;0.41506699;364.88;829
20928;9813;20931;66135.867;724;0.403409;200;724
20929;14855;20932;-12321;-12321;-12321;-12321;-12321
20930;13837;20933;60168.422;618;0.38797799;200;618
20931;19061;20934;39374.152;511;0.36326301;200;511
20932;17306;20935;75961.953;647;0.407278;200;647
20933;7268;20936;53900.551;708;0.24781001;344.89999;708
20934;12291;20937;104159.21;822;0.43290901;200;822
20935;7944;20938;43612.691;536.90002;0.36889499;200;536.90002
20936;11041;20939;48186.305;598;0.379711;200;598
20937;10299;20940;45483.051;546;0.35159901;200;546
20938;18173;20941;54054.516;552;0.38300899;200;552
20939;16702;20942;47783.086;565;0.363112;200;565
20940;18171;20943;54169.344;564;0.411587;200;564
20941;12197;20944;60388.184;583.09998;0.38941801;200;583.09998
20942;12900;20945;101314.14;895;0.36625701;435;895
20943;12902;20946;107162.74;915;0.35787699;426;915
20944;11174;20947;118316.87;800;0.49030599;273.10001;800
20945;13018;20948;65203.156;594;0.381421;200;594
20946;11889;20949;55387.344;599;0.393426;200;599
20947;18190;20950;134616.53;805;0.581671;200;805
20948;11034;20951;54140.844;526;0.378627;200;526
20949;18169;20952;40917.727;487;0.37219101;200;487
20950;18188;20953;73353.813;733;0.38332099;200;733
20951;14386;20954;76782.563;755;0.40759501;200;755
20952;18175;20955;64572.59;674;0.39553601;200;674
20953;18291;20956;71315.922;747;0.40847501;200;747
20954;6995;20957;-12321;-12321;-12321;-12321;-12321
20955;7752;20958;46655.152;579;0.36855799;268.35001;579
20956;8679;20959;49384.742;567;0.439603;200;567
20957;7911;20960;97414.578;838;0.40547401;200;838
20958;13176;20961;51463.266;584;0.38203099;200;584
20959;18234;20962;64860.34;614;0.454907;200;614
20960;18263;20963;91423.781;791;0.39715701;200;791
20961;12943;20964;79762.328;677;0.42730799;200;677
20962;18231;20965;74756.016;715;0.394371;200;715
20963;7248;20966;70550.875;742;0.395365;200;742
20964;12003;20967;65091.063;622.5;0.402266;200;622.5
20965;18303;20968;55874.191;607;0.394802;200;607
20966;8090;20969;80596.484;626;0.42056099;200;626
20967;18289;20970;78321.82;770;0.38958901;200;770
20968;18602;20971;75167.266;730;0.391278;200;730
20969;19217;20972;44528.078;510;0.381726;200;510
20970;19372;20973;48925.402;534;0.387669;200;534
20971;18605;20974;75841.242;730;0.391534;200;730
20972;19404;20975;56788.707;585;0.41081399;200;585
20973;6936;20976;50752.281;583;0.349244;200;583
20974;10716;20977;59647.168;599.20001;0.39470601;200;599.20001
20975;10885;20978;91856.289;749;0.357674;286.29999;749
20976;16501;20979;78692.055;668;0.42357701;200;668
20977;6175;20980;89516.742;684;0.44551501;200;684
20978;18227;20981;68252.883;637;0.37850201;200;637
20979;13340;20982;52179.199;572;0.38513499;200;572
20980;11669;20983;52366.77;572;0.385746;200;572
20981;10651;20984;83035.344;683;0.417312;366.72;683
20982;11891;20985;64789.723;619.90002;0.40624899;200.2;619.90002
20983;8092;20986;67314.664;612;0.40389699;200;612
20984;19408;20987;48925.402;534;0.387669;200;534
20985;12002;20988;59264.582;596.70001;0.39310899;200;596.70001
20986;7836;20989;63823.699;599;0.40453401;200;599
20987;9585;20990;53871.352;597;0.397257;218.59;597
20988;11548;20991;65012.637;687;0.448899;200;687
20989;6139;20992;84171.102;728;0.41884801;265.66;728
20990;5689;20993;155007.89;965;0.45969599;445;965
20991;15065;20994;-12321;-12321;-12321;-12321;-12321
20992;15060;20995;-12321;-12321;-12321;-12321;-12321
20993;15063;20996;-12321;-12321;-12321;-12321;-12321
20994;15062;20997;-12321;-12321;-12321;-12321;-12321
20995;13291;20998;90507.063;689;0.40830901;200;689
20996;11915;20999;64188.824;619;0.40294299;200;619
20997;15061;21000;-12321;-12321;-12321;-12321;-12321
20998;18260;21001;85752.18;763;0.39665899;200;763
20999;18257;21002;82082.125;735;0.433184;200;735
21000;11101;21003;58974.535;596;0.39495999;200;596
21001;10887;21004;91372.344;751;0.358614;272.5;751
21002;10968;21005;64651.637;619.70001;0.407525;200.5;619.70001
21003;9804;21006;80820.547;715;0.37615401;200;715
21004;10884;21007;74500.766;656;0.38688001;200;656
21005;10888;21008;90447.086;751;0.356635;273.70001;751
21006;10889;21009;92003.969;751;0.36008;269.60001;751
21007;10890;21010;110644.28;751;0.50171298;277.20001;751
21008;6301;21011;135628.08;796;0.473158;317.10001;796
21009;15064;21012;-12321;-12321;-12321;-12321;-12321
21010;15066;21013;-12321;-12321;-12321;-12321;-12321
21011;12534;21014;116738.57;796;0.55267298;325.98001;796
21012;11657;21015;85044.859;803;0.39071;341.02802;803
21013;9077;21016;60294.531;704;0.385647;200;704
21014;9848;21017;59748.523;650;0.37024701;200;650
21015;8126;21018;60418.758;602;0.38081101;214.2;602
21016;11192;21019;63512.781;697;0.368788;200;697
21017;6163;21020;103343.4;709;0.445317;255.14999;709
21018;9742;21021;70366.688;651;0.41760001;200;651
21019;9741;21022;70299.852;651;0.41638499;200;651
21020;11749;21023;51687.496;588;0.390374;200;588
21021;7080;21024;86316.328;860;0.423163;422.20001;860
21022;11739;21025;63404.617;601;0.40283501;211.2;601
21023;12728;21026;94351.695;782;0.39688301;200;782
21024;12997;21027;59678.254;603.79999;0.40271199;200.73;603.79999
21025;6967;21028;74518.016;720;0.360603;200;720
21026;7031;21029;-12321;-12321;-12321;-12321;-12321
21027;11476;21030;54348.121;586;0.39046001;200;586
21028;10798;21031;64685.582;798;0.32013801;200;798
21029;12535;21032;66133.313;756;0.36916101;200;756
21030;12328;21033;51765.461;588;0.392432;200;588
21031;10519;21034;87115.664;860;0.42930001;200;860
21032;9806;21035;60324.051;611;0.39554;200;611
21033;5677;21036;168046.89;864;0.467572;200;864
21034;12200;21037;110849.61;714;0.46039501;200;714
21035;9823;21038;52446.355;695;0.437152;200;695
21036;12169;21039;72062.188;632;0.421469;200;632
21037;5882;21040;71069.047;711;0.390479;200;711
21038;12678;21041;65295.719;635;0.40222499;200;635
21039;12159;21042;46327.148;521;0.38929099;133.14999;521
21040;15827;21043;93474.898;717;0.41656199;200;717
21041;14304;21044;55573.32;596;0.38940299;200;596
21042;8427;21045;57153.703;646;0.38486201;200;646
21043;9392;21046;62992.125;603;0.38926601;200;603
21044;8474;21047;56319.445;659.79999;0.38280401;200;659.79999
21045;11460;21048;66730.367;600;0.39261201;200;600
21046;13402;21049;51694.262;629;0.34781399;200;629
21047;12922;21050;91464.805;594;0.41209;200;594
21048;12967;21051;51536.605;560;0.384644;200;560
21049;14567;21052;69569.258;593;0.39060301;200;593
21050;9934;21053;59783.422;637;0.42928401;200;637
21051;13408;21054;56932.93;571;0.39131501;200;571
21052;9202;21055;82596.547;662;0.431786;200;662
21053;14470;21056;88557.773;673;0.39348301;200;673
21054;15223;21057;81540.125;659;0.39007801;200;659
21055;14226;21058;74447.82;607;0.435285;200;607
21056;13748;21059;79177.586;600;0.41567999;200;600
21057;13117;21060;47071.109;532;0.384009;200;532
21058;14234;21061;70807.984;626;0.377736;200;626
21059;12982;21062;59568.27;644;0.388127;200;644
21060;7507;21063;57675.98;642;0.38824701;200;642
21061;16031;21064;-12321;-12321;-12321;-12321;-12321
21062;14402;21065;43994.867;585;0.377294;200;585
21063;15268;21066;79421.492;659;0.38588101;200;659
21064;13089;21067;68765.75;593;0.40614799;200;593
21065;15630;21068;85716.906;689;0.49143499;200;689
21066;15628;21069;69404.813;632;0.41306999;200;632
